,Unnamed: 0,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
108,108,Juan Dixon,SG,28.0,TOT,81.0,6.0,23.8,3.7,8.7,0.425,1.0,2.8,0.35,2.7,5.9,0.461,0.48200000000000004,1.2,1.4,0.871,0.3,1.6,2.0,1.5,0.9,0.1,1.2,2.2,9.6
109,109,Michael Doleac,C,29.0,MIA,56.0,0.0,12.5,1.5,3.1,0.469,0.0,0.0,0.0,1.5,3.1,0.47100000000000003,0.469,0.6,0.7,0.878,0.8,2.0,2.8,0.4,0.3,0.3,0.5,1.7,3.6
110,110,Keyon Dooling,SG,26.0,ORL,66.0,2.0,21.7,2.8,6.9,0.41,0.5,1.5,0.32299999999999995,2.4,5.5,0.434,0.444,1.7,2.1,0.809,0.3,1.0,1.3,1.7,0.8,0.2,1.1,1.9,7.9
111,111,Quincy Douby,PG,22.0,SAC,42.0,0.0,8.5,1.1,3.0,0.381,0.3,1.2,0.24,0.9,1.8,0.474,0.429,0.3,0.4,0.733,0.3,0.6,0.9,0.4,0.4,0.1,0.4,0.5,2.8
112,112,Chris Duhon,PG,24.0,CHI,78.0,30.0,24.4,2.5,6.2,0.408,1.1,3.1,0.359,1.4,3.1,0.45799999999999996,0.499,1.0,1.3,0.752,0.3,1.9,2.2,4.0,0.9,0.1,1.3,1.9,7.2
113,113,Tim Duncan*,C,30.0,SAS,80.0,80.0,34.1,7.7,14.1,0.546,0.0,0.1,0.111,7.7,14.0,0.55,0.547,4.5,7.1,0.637,2.7,7.9,10.6,3.4,0.8,2.4,2.8,2.5,20.0
114,114,Mike Dunleavy,SG-PF,26.0,TOT,82.0,49.0,31.5,4.7,10.4,0.452,0.9,2.7,0.313,3.8,7.6,0.502,0.493,2.6,3.3,0.784,1.0,4.2,5.3,2.8,1.0,0.3,1.8,2.5,12.8
115,115,Ronald Dupree,SF,26.0,DET,19.0,0.0,4.9,0.6,1.6,0.355,0.0,0.0,0.0,0.6,1.6,0.355,0.355,0.2,0.5,0.33299999999999996,0.3,0.6,0.9,0.3,0.3,0.1,0.2,0.6,1.3
116,116,Monta Ellis,SG,21.0,GSW,77.0,53.0,34.3,6.2,13.1,0.475,0.5,1.9,0.273,5.7,11.3,0.509,0.495,3.5,4.6,0.763,0.8,2.4,3.2,4.1,1.7,0.3,2.9,2.7,16.5
117,117,Francisco Elson,C,30.0,SAS,70.0,41.0,19.0,2.1,4.0,0.511,0.0,0.0,0.0,2.1,4.0,0.514,0.511,0.9,1.1,0.775,1.2,3.6,4.8,0.8,0.4,0.8,1.2,2.6,5.0
118,118,Melvin Ely,PF-C,28.0,TOT,30.0,0.0,10.3,1.0,2.7,0.363,0.0,0.0,0.0,1.0,2.7,0.363,0.363,1.0,1.6,0.66,0.5,1.3,1.8,0.6,0.2,0.3,0.9,1.7,3.0
119,119,Maurice Evans,SG,28.0,LAL,76.0,10.0,22.8,3.1,7.1,0.4320000000000001,0.6,1.8,0.361,2.4,5.4,0.455,0.47600000000000003,1.6,2.0,0.787,1.2,1.7,2.9,1.0,0.5,0.2,0.8,1.7,8.4
120,120,Reggie Evans,PF,26.0,DEN,66.0,11.0,17.1,1.8,3.3,0.544,0.0,0.0,0.0,1.8,3.3,0.544,0.544,1.4,2.8,0.4970000000000001,2.4,4.6,7.0,0.7,0.6,0.2,1.4,2.2,4.9
121,121,Daniel Ewing,PG,23.0,LAC,61.0,3.0,11.7,1.1,2.6,0.40399999999999997,0.2,0.7,0.318,0.8,1.9,0.436,0.447,0.6,0.7,0.778,0.1,1.0,1.2,1.5,0.5,0.1,0.8,1.0,2.9
122,122,Jordan Farmar,PG,20.0,LAL,72.0,2.0,15.1,1.7,4.1,0.42200000000000004,0.6,1.9,0.32799999999999996,1.1,2.2,0.503,0.498,0.4,0.5,0.711,0.3,1.3,1.7,1.9,0.6,0.1,1.0,1.1,4.4
123,123,Desmon Farmer,SG,25.0,SEA,8.0,0.0,4.0,0.6,1.9,0.33299999999999996,0.3,1.0,0.25,0.4,0.9,0.429,0.4,0.1,0.1,1.0,0.0,0.1,0.1,1.1,0.1,0.0,0.1,0.3,1.6
124,124,Raymond Felton,PG,22.0,CHA,78.0,75.0,36.3,5.0,13.1,0.384,1.3,4.0,0.33,3.7,9.1,0.40700000000000003,0.434,2.6,3.3,0.797,0.7,2.8,3.4,7.0,1.5,0.1,2.9,2.3,14.0
125,125,Michael Finley,SF,33.0,SAS,82.0,16.0,22.2,3.3,8.1,0.41200000000000003,1.3,3.5,0.364,2.1,4.6,0.44799999999999995,0.49,1.1,1.2,0.9179999999999999,0.4,2.3,2.7,1.3,0.4,0.2,0.6,0.9,9.0
126,126,Derek Fisher,SG,32.0,UTA,82.0,61.0,27.9,3.1,8.2,0.382,0.6,1.9,0.308,2.6,6.3,0.405,0.418,3.2,3.7,0.853,0.4,1.5,1.8,3.3,1.0,0.1,1.5,2.9,10.1
127,127,T.J. Ford,PG,23.0,TOR,75.0,71.0,29.9,5.2,12.0,0.436,0.3,0.9,0.304,5.0,11.1,0.447,0.447,3.2,3.9,0.8190000000000001,0.7,2.4,3.1,7.9,1.3,0.1,3.1,2.5,14.0
128,128,Danny Fortson,C,30.0,SEA,14.0,6.0,11.3,1.1,2.1,0.5,0.0,0.1,0.0,1.1,2.1,0.517,0.5,0.7,0.9,0.769,0.9,2.1,3.1,0.1,0.1,0.0,1.1,2.7,2.9
129,129,Jeff Foster,C,30.0,IND,75.0,43.0,23.2,1.6,3.5,0.469,0.0,0.0,0.0,1.6,3.5,0.47100000000000003,0.469,1.0,1.6,0.639,3.4,4.7,8.1,0.8,0.8,0.5,0.9,2.7,4.3
130,130,Randy Foye,PG,23.0,MIN,82.0,12.0,22.9,3.7,8.4,0.434,0.8,2.3,0.368,2.8,6.2,0.45799999999999996,0.483,2.0,2.3,0.8540000000000001,0.6,2.1,2.7,2.8,0.6,0.3,1.9,2.2,10.1
131,131,Adonal Foyle,C,31.0,GSW,48.0,6.0,9.9,1.0,1.8,0.565,0.0,0.0,0.0,1.0,1.8,0.565,0.565,0.2,0.5,0.44,1.1,1.6,2.6,0.4,0.2,1.0,0.5,1.3,2.2
132,132,Steve Francis,SG,29.0,NYK,44.0,30.0,28.1,3.2,7.8,0.408,1.0,2.5,0.37799999999999995,2.2,5.3,0.42200000000000004,0.469,4.0,4.8,0.8290000000000001,0.8,2.8,3.6,3.9,0.9,0.3,2.3,2.9,11.3
133,133,Matt Freije,PF,25.0,ATL,19.0,0.0,7.7,0.8,2.8,0.29600000000000004,0.2,1.2,0.136,0.7,1.7,0.406,0.324,0.3,0.3,0.833,0.4,0.8,1.3,0.4,0.2,0.1,0.2,0.7,2.1
134,134,Channing Frye,PF,23.0,NYK,72.0,59.0,26.3,4.1,9.6,0.433,0.0,0.3,0.16699999999999998,4.1,9.3,0.44,0.435,1.2,1.5,0.787,1.3,4.2,5.5,0.9,0.5,0.6,1.4,3.0,9.5
135,135,Dan Gadzuric,C,28.0,MIL,54.0,8.0,15.6,2.0,4.2,0.474,0.0,0.0,0.0,2.0,4.2,0.47600000000000003,0.474,0.8,1.7,0.467,1.7,2.8,4.6,0.5,0.4,0.6,0.9,2.6,4.8
136,136,Jorge Garbajosa,PF,29.0,TOR,67.0,60.0,28.5,3.3,7.9,0.42,1.0,2.9,0.342,2.3,5.0,0.46399999999999997,0.48200000000000004,0.9,1.2,0.731,0.7,4.2,4.9,1.9,1.2,0.2,1.0,1.3,8.5
137,137,Francisco García,SF,25.0,SAC,79.0,5.0,17.8,2.1,4.8,0.429,0.7,1.9,0.35600000000000004,1.4,2.9,0.47600000000000003,0.499,1.2,1.4,0.833,0.7,1.9,2.6,1.1,0.6,0.5,0.9,2.4,6.0
138,138,Kevin Garnett*,PF,30.0,MIN,76.0,76.0,39.4,8.4,17.6,0.47600000000000003,0.2,0.7,0.214,8.2,16.9,0.48700000000000004,0.48,5.5,6.6,0.835,2.4,10.4,12.8,4.1,1.2,1.7,2.7,2.4,22.4
139,139,Pat Garrity,PF,30.0,ORL,33.0,0.0,8.4,0.7,2.1,0.314,0.3,1.0,0.344,0.3,1.2,0.289,0.39299999999999996,0.5,0.5,0.889,0.4,0.9,1.3,0.4,0.2,0.0,0.4,1.1,2.2
140,140,Pau Gasol,C,26.0,MEM,59.0,59.0,36.2,7.8,14.5,0.5379999999999999,0.1,0.2,0.273,7.8,14.4,0.542,0.54,5.1,6.8,0.748,2.5,7.3,9.8,3.4,0.5,2.1,2.7,2.3,20.8
141,141,Rudy Gay,SF,20.0,MEM,78.0,43.0,27.0,4.1,9.7,0.42200000000000004,0.7,1.8,0.364,3.4,7.9,0.436,0.457,1.9,2.7,0.727,1.2,3.3,4.5,1.3,0.9,0.9,1.8,2.5,10.8
142,142,Mickaël Gelabale,SF,23.0,SEA,70.0,14.0,17.7,1.7,3.8,0.462,0.2,0.7,0.23399999999999999,1.6,3.1,0.512,0.483,0.9,1.2,0.805,0.8,1.6,2.5,0.8,0.3,0.3,0.7,1.5,4.6
143,143,Devean George,SF,29.0,DAL,60.0,17.0,21.4,2.4,6.2,0.395,0.9,2.5,0.353,1.6,3.7,0.423,0.466,0.6,0.8,0.75,1.0,2.6,3.6,0.6,0.8,0.4,0.9,2.4,6.4
144,144,Daniel Gibson,PG,20.0,CLE,60.0,16.0,16.5,1.6,3.9,0.424,0.9,2.1,0.419,0.8,1.8,0.43,0.537,0.5,0.7,0.718,0.5,1.1,1.5,1.2,0.4,0.1,0.7,1.6,4.6
145,145,Manu Ginóbili,SG,29.0,SAS,75.0,36.0,27.5,5.3,11.4,0.46399999999999997,1.7,4.3,0.396,3.6,7.1,0.505,0.539,4.3,5.0,0.86,0.8,3.6,4.4,3.5,1.5,0.4,2.1,2.1,16.5
146,146,Gordan Giriček,SG,29.0,UTA,61.0,6.0,19.5,2.9,6.2,0.462,0.9,2.0,0.426,2.0,4.2,0.479,0.53,1.2,1.4,0.816,0.4,1.7,2.1,1.0,0.5,0.1,1.0,2.0,7.8
147,147,Andreas Glyniadakis,C,25.0,SEA,13.0,4.0,6.2,0.6,1.3,0.47100000000000003,0.0,0.0,0.0,0.6,1.3,0.47100000000000003,0.47100000000000003,0.1,0.2,0.5,0.2,0.5,0.6,0.1,0.0,0.0,0.7,1.5,1.3
148,148,Ryan Gomes,PF,24.0,BOS,73.0,60.0,31.2,4.6,9.9,0.467,0.2,0.6,0.381,4.4,9.3,0.473,0.479,2.6,3.2,0.8109999999999999,1.7,3.9,5.6,1.6,0.7,0.2,1.4,2.3,12.1
149,149,Drew Gooden,PF,25.0,CLE,80.0,80.0,28.0,4.6,9.8,0.473,0.0,0.1,0.16699999999999998,4.6,9.7,0.47600000000000003,0.474,1.8,2.5,0.7140000000000001,3.3,5.2,8.5,1.1,0.9,0.4,1.4,2.6,11.1
150,150,Ben Gordon,SG,23.0,CHI,82.0,51.0,33.0,7.4,16.3,0.455,1.9,4.6,0.413,5.5,11.7,0.47100000000000003,0.513,4.6,5.4,0.8640000000000001,0.4,2.7,3.1,3.6,0.8,0.2,3.0,3.1,21.4
151,151,Joey Graham,SF,24.0,TOR,79.0,21.0,16.7,2.4,4.9,0.495,0.1,0.4,0.29,2.3,4.5,0.513,0.506,1.4,1.7,0.84,0.7,2.4,3.1,0.6,0.4,0.1,0.6,2.0,6.4
152,152,Stephen Graham,SG,24.0,POR,14.0,1.0,11.8,1.2,2.9,0.425,0.2,0.8,0.273,1.0,2.1,0.483,0.46299999999999997,0.6,0.6,0.889,0.4,1.1,1.5,0.4,0.3,0.1,0.9,1.8,3.2
153,153,Danny Granger,SF,23.0,IND,82.0,57.0,34.0,4.9,10.6,0.45899999999999996,1.3,3.5,0.382,3.5,7.1,0.4970000000000001,0.522,2.9,3.6,0.8029999999999999,1.4,3.3,4.6,1.4,0.8,0.7,1.6,3.0,13.9
154,154,Gerald Green,SF,21.0,BOS,81.0,26.0,22.0,3.8,9.1,0.419,1.2,3.2,0.368,2.7,5.9,0.447,0.484,1.6,2.0,0.805,0.8,1.7,2.6,1.0,0.5,0.3,1.5,2.4,10.4
155,155,Willie Green,SG,25.0,PHI,74.0,36.0,24.9,4.8,11.7,0.41100000000000003,0.7,2.1,0.325,4.1,9.6,0.43,0.441,1.0,1.5,0.667,0.6,1.6,2.1,1.5,0.8,0.1,1.4,1.9,11.3
156,156,Orien Greene,SG,24.0,IND,41.0,0.0,6.2,0.6,1.5,0.371,0.0,0.3,0.182,0.5,1.2,0.41200000000000003,0.387,0.4,0.6,0.6,0.3,0.8,1.1,0.5,0.4,0.1,0.7,0.9,1.5
157,157,Lynn Greer,SG,27.0,MIL,41.0,0.0,10.5,1.5,3.4,0.433,0.4,1.3,0.34600000000000003,1.0,2.2,0.483,0.496,0.7,0.8,0.8440000000000001,0.0,0.6,0.7,1.3,0.4,0.0,0.4,0.8,4.1
158,158,Adrian Griffin,SF,32.0,CHI,54.0,1.0,10.8,1.1,2.4,0.473,0.0,0.1,0.0,1.1,2.3,0.496,0.473,0.3,0.4,0.789,0.7,1.3,2.0,1.1,0.6,0.1,0.7,1.4,2.5
159,159,Eddie Griffin,PF,24.0,MIN,13.0,0.0,7.1,0.5,2.1,0.259,0.0,0.1,0.0,0.5,2.0,0.26899999999999996,0.259,0.3,0.4,0.8,0.5,1.4,1.9,0.3,0.0,0.5,0.5,0.6,1.4
160,160,Mike Hall,SF,22.0,WAS,2.0,0.0,6.5,0.5,2.0,0.25,0.0,0.0,0.0,0.5,2.0,0.25,0.25,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0
161,161,Richard Hamilton,SG,28.0,DET,75.0,75.0,36.8,7.3,15.6,0.46799999999999997,0.6,1.7,0.341,6.7,13.9,0.483,0.486,4.6,5.4,0.861,1.0,2.8,3.8,3.8,0.8,0.2,2.1,3.1,19.8
162,162,Matt Harpring,SF,30.0,UTA,77.0,2.0,25.5,4.2,8.5,0.491,0.2,0.5,0.33299999999999996,4.0,8.0,0.501,0.501,3.1,4.0,0.767,1.5,3.1,4.6,1.3,0.7,0.1,1.5,3.0,11.6
163,163,Al Harrington,PF,26.0,TOT,78.0,78.0,32.9,6.3,13.9,0.457,1.6,3.8,0.433,4.7,10.1,0.466,0.516,2.2,3.1,0.6940000000000001,1.9,4.4,6.4,1.9,0.8,0.3,2.2,3.4,16.5
164,164,Junior Harrington,PG,26.0,MEM,29.0,8.0,18.7,2.0,4.7,0.41600000000000004,0.2,0.9,0.26899999999999996,1.7,3.8,0.45,0.442,1.1,1.6,0.674,0.4,1.9,2.3,3.1,0.7,0.2,1.8,2.7,5.2
165,165,Othella Harrington,PF,33.0,CHA,26.0,0.0,8.5,1.0,2.2,0.446,0.0,0.0,0.0,1.0,2.2,0.446,0.446,0.7,0.8,0.773,0.5,1.0,1.5,0.2,0.0,0.0,0.6,1.9,2.6
166,166,Devin Harris,PG,23.0,DAL,80.0,61.0,26.0,3.7,7.4,0.4920000000000001,0.2,0.6,0.28,3.5,6.8,0.512,0.504,2.7,3.3,0.8240000000000001,0.6,1.9,2.5,3.7,1.2,0.3,1.8,3.0,10.2
167,167,David Harrison,C,24.0,IND,24.0,2.0,7.9,1.3,2.4,0.517,0.0,0.0,0.0,1.3,2.4,0.517,0.517,0.5,0.9,0.5,0.4,1.4,1.8,0.3,0.2,0.5,1.1,2.0,3.0
168,168,Jason Hart,PG,28.0,TOT,36.0,22.0,23.5,2.8,6.2,0.446,0.2,0.8,0.24100000000000002,2.6,5.4,0.47700000000000004,0.462,1.2,1.3,0.894,0.4,2.3,2.7,2.9,1.2,0.0,1.1,2.3,6.9
169,169,Udonis Haslem,PF,26.0,MIA,79.0,79.0,31.4,4.5,9.1,0.4920000000000001,0.0,0.1,0.0,4.5,9.0,0.495,0.4920000000000001,1.7,2.6,0.68,2.4,5.9,8.3,1.2,0.6,0.3,1.4,3.0,10.7
170,170,Trenton Hassell,SG,27.0,MIN,76.0,68.0,29.3,2.9,5.8,0.49,0.1,0.3,0.24,2.8,5.5,0.505,0.4970000000000001,0.9,1.2,0.7829999999999999,1.1,2.1,3.2,2.7,0.3,0.3,1.1,1.9,6.7
171,171,Chuck Hayes,PF,23.0,HOU,78.0,43.0,22.0,2.5,4.3,0.573,0.0,0.0,0.0,2.5,4.3,0.573,0.573,0.7,1.1,0.618,2.6,4.1,6.7,0.6,0.9,0.2,0.8,3.6,5.6
172,172,Jarvis Hayes,SF,25.0,WAS,81.0,17.0,20.1,2.8,6.7,0.41,0.8,2.3,0.361,2.0,4.5,0.435,0.47100000000000003,0.9,1.0,0.845,0.5,2.1,2.6,1.0,0.6,0.2,0.7,2.0,7.2
173,173,Brendan Haywood,C,27.0,WAS,77.0,49.0,22.6,2.6,4.6,0.5579999999999999,0.0,0.0,0.0,2.6,4.6,0.5579999999999999,0.5579999999999999,1.5,2.7,0.5479999999999999,2.5,3.7,6.2,0.6,0.4,1.1,1.2,2.7,6.6
174,174,Luther Head,SG,24.0,HOU,80.0,10.0,27.6,3.8,8.8,0.4370000000000001,2.2,5.0,0.441,1.6,3.7,0.431,0.564,1.0,1.3,0.79,0.4,2.8,3.2,2.4,1.0,0.1,1.7,1.7,10.9
175,175,Alan Henderson,PF,34.0,PHI,38.0,5.0,11.0,1.1,1.8,0.642,0.0,0.0,0.0,1.1,1.8,0.642,0.642,0.9,1.2,0.7020000000000001,1.3,1.6,2.8,0.3,0.2,0.3,0.3,1.6,3.1
176,176,Walter Herrmann,PF,27.0,CHA,48.0,12.0,19.5,3.6,6.9,0.527,1.1,2.4,0.461,2.5,4.5,0.563,0.608,0.9,1.1,0.774,0.6,2.3,2.9,0.5,0.4,0.1,0.7,1.6,9.2
177,177,Nenê,C,24.0,DEN,64.0,42.0,26.8,4.6,8.1,0.57,0.0,0.0,0.0,4.6,8.0,0.5710000000000001,0.57,3.0,4.4,0.6890000000000001,2.3,4.7,7.0,1.2,1.0,0.9,2.0,3.3,12.2
178,178,Grant Hill*,SG,34.0,ORL,65.0,64.0,30.9,5.3,10.2,0.518,0.0,0.2,0.16699999999999998,5.2,10.0,0.525,0.52,3.8,5.0,0.765,0.8,2.8,3.6,2.1,0.9,0.4,2.2,2.2,14.4
179,179,Kirk Hinrich,PG,26.0,CHI,80.0,80.0,35.5,5.9,13.3,0.44799999999999995,1.8,4.2,0.415,4.2,9.1,0.46299999999999997,0.514,3.0,3.6,0.835,0.4,3.0,3.4,6.3,1.3,0.3,2.4,3.4,16.6
180,180,Robert Hite,SG,23.0,MIA,12.0,0.0,11.3,1.6,5.0,0.317,0.4,1.9,0.217,1.2,3.1,0.37799999999999995,0.358,0.7,1.0,0.667,0.3,1.0,1.3,0.7,0.3,0.2,0.5,0.7,4.3
181,181,Julius Hodge,SG,23.0,TOT,9.0,1.0,7.2,0.7,1.3,0.5,0.0,0.0,0.0,0.7,1.3,0.5,0.5,0.3,0.4,0.75,0.2,0.7,0.9,1.3,0.4,0.0,0.3,0.7,1.7
182,182,Ryan Hollins,C,22.0,CHA,27.0,0.0,6.9,0.7,1.3,0.556,0.0,0.0,0.0,0.7,1.3,0.556,0.556,0.9,1.5,0.6,0.4,0.7,1.1,0.0,0.1,0.3,0.6,1.5,2.4
183,183,Robert Horry,PF,36.0,SAS,68.0,8.0,16.5,1.3,3.7,0.359,0.7,2.2,0.336,0.6,1.5,0.392,0.45799999999999996,0.6,0.9,0.594,1.1,2.3,3.4,1.1,0.7,0.6,0.6,1.5,3.9
184,184,Eddie House,SG,28.0,NJN,56.0,1.0,16.9,3.2,7.5,0.428,1.3,3.1,0.429,1.9,4.4,0.4270000000000001,0.517,0.6,0.6,0.917,0.3,1.4,1.6,1.2,0.5,0.1,0.5,1.2,8.4
185,185,Dwight Howard,C,21.0,ORL,82.0,82.0,36.9,6.4,10.6,0.603,0.0,0.0,0.5,6.4,10.6,0.603,0.603,4.8,8.1,0.586,3.5,8.8,12.3,1.9,0.9,1.9,3.9,3.0,17.6
186,186,Josh Howard,SF,26.0,DAL,70.0,69.0,35.1,7.0,15.4,0.45899999999999996,1.3,3.4,0.385,5.7,11.9,0.48,0.501,3.5,4.2,0.8270000000000001,1.9,4.9,6.8,1.8,1.2,0.8,1.8,2.6,18.9
187,187,Juwan Howard,PF,33.0,HOU,80.0,38.0,26.5,3.9,8.3,0.465,0.0,0.0,0.0,3.9,8.3,0.465,0.465,1.9,2.4,0.8240000000000001,1.7,4.2,5.9,1.6,0.4,0.1,1.4,2.6,9.7
188,188,Troy Hudson,PG,30.0,MIN,34.0,6.0,16.3,2.2,5.7,0.379,0.8,2.4,0.35,1.4,3.4,0.4,0.451,0.8,0.9,0.813,0.2,1.2,1.4,2.1,0.4,0.1,1.2,0.7,5.9
189,189,Larry Hughes,SG,28.0,CLE,70.0,68.0,37.1,5.4,13.6,0.4,1.1,3.2,0.33299999999999996,4.4,10.4,0.42,0.439,3.0,4.4,0.6759999999999999,0.6,3.2,3.8,3.7,1.3,0.4,2.2,2.3,14.9
190,190,Kris Humphries,PF,21.0,TOR,60.0,2.0,11.2,1.5,3.1,0.47,0.0,0.0,0.0,1.5,3.1,0.47,0.47,0.9,1.3,0.6709999999999999,1.3,1.8,3.1,0.3,0.2,0.4,0.5,1.6,3.8
191,191,Lindsey Hunter,PG,36.0,DET,52.0,0.0,14.3,1.8,4.7,0.385,0.7,2.3,0.319,1.1,2.4,0.44799999999999995,0.46299999999999997,0.6,0.6,0.909,0.2,0.7,0.9,1.8,0.7,0.1,0.7,1.1,4.9
192,192,Steven Hunter,PF,25.0,PHI,70.0,41.0,22.9,2.7,4.7,0.5770000000000001,0.0,0.0,0.0,2.7,4.7,0.5770000000000001,0.5770000000000001,1.1,2.2,0.49,1.6,3.2,4.8,0.4,0.2,1.1,0.9,2.0,6.4
193,193,Andre Iguodala,SG,23.0,PHI,76.0,76.0,40.3,5.8,13.0,0.447,0.6,2.0,0.31,5.2,11.0,0.47200000000000003,0.47100000000000003,5.9,7.3,0.82,1.0,4.7,5.7,5.7,2.0,0.4,3.4,2.6,18.2
194,194,Zydrunas Ilgauskas,C,31.0,CLE,78.0,78.0,27.3,4.9,10.2,0.485,0.0,0.0,0.0,4.9,10.2,0.486,0.485,2.0,2.5,0.807,3.1,4.6,7.7,1.6,0.6,1.3,1.8,3.3,11.9
195,195,Mile Ilić,C,22.0,NJN,5.0,0.0,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.6,0.2,0.0
196,196,D.J. Mbenga,C,26.0,DAL,21.0,0.0,3.8,0.2,0.8,0.313,0.0,0.0,0.0,0.2,0.8,0.313,0.313,0.3,0.4,0.875,0.1,0.4,0.5,0.3,0.1,0.2,0.2,0.8,0.8
197,197,Ersan İlyasova,PF,19.0,MIL,66.0,14.0,14.7,2.1,5.5,0.38299999999999995,0.8,2.2,0.365,1.3,3.3,0.395,0.457,1.1,1.3,0.787,0.9,2.0,2.9,0.7,0.4,0.3,0.8,2.2,6.1
198,198,Allen Iverson*,SG-PG,31.0,TOT,65.0,64.0,42.5,8.9,20.2,0.442,1.0,3.0,0.315,8.0,17.2,0.465,0.466,7.5,9.4,0.795,0.4,2.6,3.0,7.2,1.9,0.2,4.1,1.5,26.3
199,199,Royal Ivey,PG,25.0,ATL,53.0,18.0,10.2,1.2,2.7,0.44799999999999995,0.1,0.3,0.313,1.1,2.4,0.465,0.465,0.5,0.7,0.6859999999999999,0.3,0.7,1.0,0.8,0.5,0.1,0.6,1.2,3.0
200,200,Jarrett Jack,PG,23.0,POR,79.0,79.0,33.6,4.1,8.9,0.45399999999999996,0.8,2.3,0.35,3.3,6.6,0.49,0.499,3.1,3.5,0.871,0.2,2.4,2.6,5.3,1.1,0.1,2.4,2.6,12.0
201,201,Bobby Jackson,SG,33.0,NOK,56.0,2.0,23.8,3.6,9.3,0.39399999999999996,1.0,2.9,0.327,2.7,6.3,0.425,0.446,2.3,3.0,0.774,0.8,2.4,3.2,2.5,0.9,0.1,1.4,1.8,10.6
202,202,Luke Jackson,SF,25.0,TOT,13.0,2.0,10.6,1.5,3.3,0.442,0.4,1.3,0.294,1.1,2.0,0.5379999999999999,0.5,0.4,0.7,0.556,0.2,0.6,0.8,1.0,0.4,0.1,0.5,1.2,3.7
203,203,Marc Jackson,PF,32.0,NOK,56.0,25.0,18.3,2.8,6.9,0.41,0.0,0.0,0.0,2.8,6.9,0.41100000000000003,0.41,1.6,1.8,0.8740000000000001,1.1,2.3,3.4,1.0,0.4,0.1,1.2,1.6,7.3
204,204,Stephen Jackson,SF-SG,28.0,TOT,75.0,69.0,33.1,5.5,12.6,0.433,1.3,4.1,0.322,4.1,8.4,0.488,0.486,3.2,4.0,0.813,0.8,2.1,3.0,3.8,1.1,0.5,2.4,2.7,15.5
205,205,Jerome James,C,31.0,NYK,41.0,11.0,6.7,0.8,1.9,0.418,0.0,0.0,0.0,0.8,1.9,0.418,0.418,0.2,0.4,0.556,0.5,1.1,1.6,0.1,0.1,0.4,0.6,1.8,1.9
206,206,LeBron James,SF,22.0,CLE,78.0,78.0,40.9,9.9,20.8,0.47600000000000003,1.3,4.0,0.319,8.6,16.8,0.513,0.507,6.3,9.0,0.698,1.1,5.7,6.7,6.0,1.6,0.7,3.2,2.2,27.3
207,207,Mike James,PG,31.0,MIN,82.0,65.0,25.2,3.6,8.6,0.42200000000000004,1.0,2.6,0.3720000000000001,2.6,6.0,0.445,0.479,1.9,2.2,0.8370000000000001,0.3,1.7,2.0,3.6,0.7,0.1,1.6,2.1,10.1
208,208,Antawn Jamison,PF,30.0,WAS,70.0,70.0,38.0,7.3,16.3,0.45,2.0,5.4,0.364,5.3,10.9,0.4920000000000001,0.51,3.2,4.4,0.736,1.9,6.1,8.0,1.9,1.1,0.5,1.5,2.8,19.8
209,209,Marko Jarić,SG,28.0,MIN,70.0,13.0,22.2,1.9,4.6,0.418,0.5,1.2,0.376,1.5,3.4,0.433,0.46799999999999997,1.0,1.3,0.7609999999999999,0.8,1.9,2.6,2.1,1.1,0.2,1.3,2.5,5.3
210,210,Šarūnas Jasikevičius,SG-PG,30.0,TOT,63.0,3.0,15.4,2.0,5.1,0.39799999999999996,0.7,2.1,0.33799999999999997,1.3,3.0,0.43799999999999994,0.466,1.4,1.5,0.905,0.2,0.9,1.1,2.7,0.4,0.0,1.4,1.2,6.1
211,211,Al Jefferson,C,22.0,BOS,69.0,60.0,33.6,6.6,12.8,0.514,0.0,0.0,0.0,6.6,12.8,0.514,0.514,2.9,4.3,0.6809999999999999,3.4,7.5,11.0,1.3,0.7,1.5,2.0,3.4,16.0
212,212,Richard Jefferson,SF,26.0,NJN,55.0,53.0,35.6,5.5,12.1,0.456,0.9,2.6,0.359,4.6,9.5,0.483,0.495,4.3,5.9,0.733,0.9,3.5,4.4,2.7,0.6,0.1,2.2,2.2,16.3
213,213,Jared Jeffries,SF,25.0,NYK,55.0,43.0,23.8,1.7,3.7,0.461,0.0,0.4,0.1,1.7,3.4,0.5,0.466,0.6,1.2,0.456,2.0,2.3,4.3,1.2,0.8,0.5,1.1,2.7,4.1
214,214,Alexander Johnson,PF,23.0,MEM,59.0,19.0,12.8,1.5,2.9,0.5379999999999999,0.0,0.0,0.0,1.5,2.9,0.5379999999999999,0.5379999999999999,1.3,2.0,0.6609999999999999,0.8,2.2,3.1,0.3,0.4,0.6,0.8,2.3,4.4
